split_id,split_mode,repetition,circuit_key,algorithm,size,circuit_kind,split_role
stratified_size_rep001,stratified_size,1,random_11_circuit,random,11,circuit,train
stratified_size_rep001,stratified_size,1,random_12_circuit,random,12,circuit,train
stratified_size_rep001,stratified_size,1,random_13_circuit,random,13,circuit,train
stratified_size_rep001,stratified_size,1,random_14_circuit,random,14,circuit,train
stratified_size_rep001,stratified_size,1,random_15_circuit,random,15,circuit,train
stratified_size_rep001,stratified_size,1,random_4_circuit,random,4,circuit,train
stratified_size_rep001,stratified_size,1,random_5_circuit,random,5,circuit,train
stratified_size_rep001,stratified_size,1,random_6_circuit,random,6,circuit,test
stratified_size_rep001,stratified_size,1,random_7_circuit,random,7,circuit,train
stratified_size_rep001,stratified_size,1,random_8_circuit,random,8,circuit,train
stratified_size_rep001,stratified_size,1,random_9_circuit,random,9,circuit,train
stratified_size_rep001,stratified_size,1,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep001,stratified_size,1,vqe_11_circuit,vqe,11,circuit,test
stratified_size_rep001,stratified_size,1,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep001,stratified_size,1,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep001,stratified_size,1,vqe_14_circuit,vqe,14,circuit,test
stratified_size_rep001,stratified_size,1,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep001,stratified_size,1,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep001,stratified_size,1,vqe_5_circuit,vqe,5,circuit,train
stratified_size_rep001,stratified_size,1,vqe_6_circuit,vqe,6,circuit,train
stratified_size_rep001,stratified_size,1,vqe_7_circuit,vqe,7,circuit,test
stratified_size_rep001,stratified_size,1,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep001,stratified_size,1,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep002,stratified_size,2,dj_10_circuit,dj,10,circuit,train
stratified_size_rep002,stratified_size,2,dj_11_circuit,dj,11,circuit,test
stratified_size_rep002,stratified_size,2,dj_12_circuit,dj,12,circuit,train
stratified_size_rep002,stratified_size,2,dj_13_circuit,dj,13,circuit,train
stratified_size_rep002,stratified_size,2,dj_14_circuit,dj,14,circuit,train
stratified_size_rep002,stratified_size,2,dj_15_circuit,dj,15,circuit,train
stratified_size_rep002,stratified_size,2,dj_4_circuit,dj,4,circuit,train
stratified_size_rep002,stratified_size,2,dj_5_circuit,dj,5,circuit,train
stratified_size_rep002,stratified_size,2,dj_6_circuit,dj,6,circuit,test
stratified_size_rep002,stratified_size,2,dj_7_circuit,dj,7,circuit,train
stratified_size_rep002,stratified_size,2,dj_8_circuit,dj,8,circuit,train
stratified_size_rep002,stratified_size,2,dj_9_circuit,dj,9,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_5_circuit,qaoa,5,circuit,test
stratified_size_rep002,stratified_size,2,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_7_circuit,qaoa,7,circuit,test
stratified_size_rep002,stratified_size,2,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep002,stratified_size,2,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep002,stratified_size,2,qft_10_circuit,qft,10,circuit,test
stratified_size_rep002,stratified_size,2,qft_11_circuit,qft,11,circuit,train
stratified_size_rep002,stratified_size,2,qft_12_circuit,qft,12,circuit,test
stratified_size_rep002,stratified_size,2,qft_13_circuit,qft,13,circuit,train
stratified_size_rep002,stratified_size,2,qft_14_circuit,qft,14,circuit,train
stratified_size_rep002,stratified_size,2,qft_15_circuit,qft,15,circuit,train
stratified_size_rep002,stratified_size,2,qft_4_circuit,qft,4,circuit,train
stratified_size_rep002,stratified_size,2,qft_5_circuit,qft,5,circuit,train
stratified_size_rep002,stratified_size,2,qft_6_circuit,qft,6,circuit,train
stratified_size_rep002,stratified_size,2,qft_7_circuit,qft,7,circuit,train
stratified_size_rep002,stratified_size,2,qft_8_circuit,qft,8,circuit,test
stratified_size_rep002,stratified_size,2,qft_9_circuit,qft,9,circuit,train
stratified_size_rep002,stratified_size,2,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep002,stratified_size,2,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep002,stratified_size,2,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep002,stratified_size,2,qnn_13_circuit,qnn,13,circuit,test
stratified_size_rep002,stratified_size,2,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep002,stratified_size,2,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep002,stratified_size,2,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep002,stratified_size,2,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep002,stratified_size,2,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep002,stratified_size,2,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep002,stratified_size,2,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep002,stratified_size,2,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep002,stratified_size,2,random_10_circuit,random,10,circuit,train
stratified_size_rep002,stratified_size,2,random_11_circuit,random,11,circuit,train
stratified_size_rep002,stratified_size,2,random_12_circuit,random,12,circuit,train
stratified_size_rep002,stratified_size,2,random_13_circuit,random,13,circuit,train
stratified_size_rep002,stratified_size,2,random_14_circuit,random,14,circuit,test
stratified_size_rep002,stratified_size,2,random_15_circuit,random,15,circuit,test
stratified_size_rep002,stratified_size,2,random_4_circuit,random,4,circuit,train
stratified_size_rep002,stratified_size,2,random_5_circuit,random,5,circuit,train
stratified_size_rep002,stratified_size,2,random_6_circuit,random,6,circuit,train
stratified_size_rep002,stratified_size,2,random_7_circuit,random,7,circuit,train
stratified_size_rep002,stratified_size,2,random_8_circuit,random,8,circuit,train
stratified_size_rep002,stratified_size,2,random_9_circuit,random,9,circuit,test
stratified_size_rep002,stratified_size,2,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep002,stratified_size,2,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep002,stratified_size,2,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep002,stratified_size,2,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep002,stratified_size,2,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep002,stratified_size,2,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep002,stratified_size,2,vqe_4_circuit,vqe,4,circuit,test
stratified_size_rep002,stratified_size,2,vqe_5_circuit,vqe,5,circuit,train
stratified_size_rep002,stratified_size,2,vqe_6_circuit,vqe,6,circuit,train
stratified_size_rep002,stratified_size,2,vqe_7_circuit,vqe,7,circuit,train
stratified_size_rep002,stratified_size,2,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep002,stratified_size,2,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep003,stratified_size,3,dj_10_circuit,dj,10,circuit,train
stratified_size_rep003,stratified_size,3,dj_11_circuit,dj,11,circuit,train
stratified_size_rep003,stratified_size,3,dj_12_circuit,dj,12,circuit,test
stratified_size_rep003,stratified_size,3,dj_13_circuit,dj,13,circuit,test
stratified_size_rep003,stratified_size,3,dj_14_circuit,dj,14,circuit,train
stratified_size_rep003,stratified_size,3,dj_15_circuit,dj,15,circuit,train
stratified_size_rep003,stratified_size,3,dj_4_circuit,dj,4,circuit,train
stratified_size_rep003,stratified_size,3,dj_5_circuit,dj,5,circuit,test
stratified_size_rep003,stratified_size,3,dj_6_circuit,dj,6,circuit,train
stratified_size_rep003,stratified_size,3,dj_7_circuit,dj,7,circuit,train
stratified_size_rep003,stratified_size,3,dj_8_circuit,dj,8,circuit,train
stratified_size_rep003,stratified_size,3,dj_9_circuit,dj,9,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_14_circuit,qaoa,14,circuit,test
stratified_size_rep003,stratified_size,3,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep003,stratified_size,3,qaoa_6_circuit,qaoa,6,circuit,test
stratified_size_rep003,stratified_size,3,qaoa_7_circuit,qaoa,7,circuit,test
stratified_size_rep003,stratified_size,3,qaoa_8_circuit,qaoa,8,circuit,test
stratified_size_rep003,stratified_size,3,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep003,stratified_size,3,qft_10_circuit,qft,10,circuit,train
stratified_size_rep003,stratified_size,3,qft_11_circuit,qft,11,circuit,train
stratified_size_rep003,stratified_size,3,qft_12_circuit,qft,12,circuit,train
stratified_size_rep003,stratified_size,3,qft_13_circuit,qft,13,circuit,train
stratified_size_rep003,stratified_size,3,qft_14_circuit,qft,14,circuit,train
stratified_size_rep003,stratified_size,3,qft_15_circuit,qft,15,circuit,test
stratified_size_rep003,stratified_size,3,qft_4_circuit,qft,4,circuit,train
stratified_size_rep003,stratified_size,3,qft_5_circuit,qft,5,circuit,train
stratified_size_rep003,stratified_size,3,qft_6_circuit,qft,6,circuit,train
stratified_size_rep003,stratified_size,3,qft_7_circuit,qft,7,circuit,train
stratified_size_rep003,stratified_size,3,qft_8_circuit,qft,8,circuit,train
stratified_size_rep003,stratified_size,3,qft_9_circuit,qft,9,circuit,train
stratified_size_rep003,stratified_size,3,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep003,stratified_size,3,qnn_11_circuit,qnn,11,circuit,test
stratified_size_rep003,stratified_size,3,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep003,stratified_size,3,qnn_13_circuit,qnn,13,circuit,train
stratified_size_rep003,stratified_size,3,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep003,stratified_size,3,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep003,stratified_size,3,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep003,stratified_size,3,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep003,stratified_size,3,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep003,stratified_size,3,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep003,stratified_size,3,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep003,stratified_size,3,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep003,stratified_size,3,random_10_circuit,random,10,circuit,train
stratified_size_rep003,stratified_size,3,random_11_circuit,random,11,circuit,train
stratified_size_rep003,stratified_size,3,random_12_circuit,random,12,circuit,train
stratified_size_rep003,stratified_size,3,random_13_circuit,random,13,circuit,train
stratified_size_rep003,stratified_size,3,random_14_circuit,random,14,circuit,train
stratified_size_rep003,stratified_size,3,random_15_circuit,random,15,circuit,train
stratified_size_rep003,stratified_size,3,random_4_circuit,random,4,circuit,test
stratified_size_rep003,stratified_size,3,random_5_circuit,random,5,circuit,train
stratified_size_rep003,stratified_size,3,random_6_circuit,random,6,circuit,train
stratified_size_rep003,stratified_size,3,random_7_circuit,random,7,circuit,train
stratified_size_rep003,stratified_size,3,random_8_circuit,random,8,circuit,train
stratified_size_rep003,stratified_size,3,random_9_circuit,random,9,circuit,test
stratified_size_rep003,stratified_size,3,vqe_10_circuit,vqe,10,circuit,test
stratified_size_rep003,stratified_size,3,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep003,stratified_size,3,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep003,stratified_size,3,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep003,stratified_size,3,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep003,stratified_size,3,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep003,stratified_size,3,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep003,stratified_size,3,vqe_5_circuit,vqe,5,circuit,train
stratified_size_rep003,stratified_size,3,vqe_6_circuit,vqe,6,circuit,train
stratified_size_rep003,stratified_size,3,vqe_7_circuit,vqe,7,circuit,train
stratified_size_rep003,stratified_size,3,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep003,stratified_size,3,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep004,stratified_size,4,dj_10_circuit,dj,10,circuit,train
stratified_size_rep004,stratified_size,4,dj_11_circuit,dj,11,circuit,test
stratified_size_rep004,stratified_size,4,dj_12_circuit,dj,12,circuit,train
stratified_size_rep004,stratified_size,4,dj_13_circuit,dj,13,circuit,train
stratified_size_rep004,stratified_size,4,dj_14_circuit,dj,14,circuit,train
stratified_size_rep004,stratified_size,4,dj_15_circuit,dj,15,circuit,train
stratified_size_rep004,stratified_size,4,dj_4_circuit,dj,4,circuit,train
stratified_size_rep004,stratified_size,4,dj_5_circuit,dj,5,circuit,train
stratified_size_rep004,stratified_size,4,dj_6_circuit,dj,6,circuit,train
stratified_size_rep004,stratified_size,4,dj_7_circuit,dj,7,circuit,train
stratified_size_rep004,stratified_size,4,dj_8_circuit,dj,8,circuit,train
stratified_size_rep004,stratified_size,4,dj_9_circuit,dj,9,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_14_circuit,qaoa,14,circuit,test
stratified_size_rep004,stratified_size,4,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_7_circuit,qaoa,7,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep004,stratified_size,4,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep004,stratified_size,4,qft_10_circuit,qft,10,circuit,train
stratified_size_rep004,stratified_size,4,qft_11_circuit,qft,11,circuit,train
stratified_size_rep004,stratified_size,4,qft_12_circuit,qft,12,circuit,test
stratified_size_rep004,stratified_size,4,qft_13_circuit,qft,13,circuit,train
stratified_size_rep004,stratified_size,4,qft_14_circuit,qft,14,circuit,train
stratified_size_rep004,stratified_size,4,qft_15_circuit,qft,15,circuit,test
stratified_size_rep004,stratified_size,4,qft_4_circuit,qft,4,circuit,train
stratified_size_rep004,stratified_size,4,qft_5_circuit,qft,5,circuit,train
stratified_size_rep004,stratified_size,4,qft_6_circuit,qft,6,circuit,train
stratified_size_rep004,stratified_size,4,qft_7_circuit,qft,7,circuit,train
stratified_size_rep004,stratified_size,4,qft_8_circuit,qft,8,circuit,train
stratified_size_rep004,stratified_size,4,qft_9_circuit,qft,9,circuit,train
stratified_size_rep004,stratified_size,4,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep004,stratified_size,4,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep004,stratified_size,4,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep004,stratified_size,4,qnn_13_circuit,qnn,13,circuit,test
stratified_size_rep004,stratified_size,4,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep004,stratified_size,4,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep004,stratified_size,4,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep004,stratified_size,4,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep004,stratified_size,4,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep004,stratified_size,4,qnn_7_circuit,qnn,7,circuit,test
stratified_size_rep004,stratified_size,4,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep004,stratified_size,4,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep004,stratified_size,4,random_10_circuit,random,10,circuit,train
stratified_size_rep004,stratified_size,4,random_11_circuit,random,11,circuit,train
stratified_size_rep004,stratified_size,4,random_12_circuit,random,12,circuit,train
stratified_size_rep004,stratified_size,4,random_13_circuit,random,13,circuit,train
stratified_size_rep004,stratified_size,4,random_14_circuit,random,14,circuit,train
stratified_size_rep004,stratified_size,4,random_15_circuit,random,15,circuit,train
stratified_size_rep004,stratified_size,4,random_4_circuit,random,4,circuit,test
stratified_size_rep004,stratified_size,4,random_5_circuit,random,5,circuit,train
stratified_size_rep004,stratified_size,4,random_6_circuit,random,6,circuit,train
stratified_size_rep004,stratified_size,4,random_7_circuit,random,7,circuit,train
stratified_size_rep004,stratified_size,4,random_8_circuit,random,8,circuit,train
stratified_size_rep004,stratified_size,4,random_9_circuit,random,9,circuit,train
stratified_size_rep004,stratified_size,4,vqe_10_circuit,vqe,10,circuit,test
stratified_size_rep004,stratified_size,4,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep004,stratified_size,4,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep004,stratified_size,4,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep004,stratified_size,4,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep004,stratified_size,4,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep004,stratified_size,4,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep004,stratified_size,4,vqe_5_circuit,vqe,5,circuit,test
stratified_size_rep004,stratified_size,4,vqe_6_circuit,vqe,6,circuit,test
